Metric_ID,Shipment_ID,Delivery_Cost,Delay_Hours,Customer_Priority
MET31150,SHIP31150,15077.88,15,High
MET31151,SHIP31151,22305.63,9,High
MET31152,SHIP31152,278199.76,6,Medium
MET31153,SHIP31153,10188.97,5,High
MET31154,SHIP31154,10154.38,24,Medium
MET31155,SHIP31155,38017.89,11,Low
MET31156,SHIP31156,37965.27,5,Low
MET31157,SHIP31157,22825.06,6,Low
MET31158,SHIP31158,23989.17,17,Medium
MET31159,SHIP31159,201481.19,1,Low
MET31160,SHIP31160,52935.54,11,Medium
MET31161,SHIP31161,9548.52,21,Medium
MET31162,SHIP31162,12276.65,12,Low
MET31163,SHIP31163,21748.19,22,High
MET31164,SHIP31164,34488.87,21,Medium
MET31165,SHIP31165,186337.2,14,Medium
MET31166,SHIP31166,269293.31,12,Medium
MET31167,SHIP31167,73171.65,8,High
MET31168,SHIP31168,23557.22,7,High
MET31169,SHIP31169,25909.02,13,Low
MET31170,SHIP31170,51342.4,28,Medium
MET31171,SHIP31171,15509.59,13,Low
MET31172,SHIP31172,25866.44,12,High
MET31173,SHIP31173,28306.58,2,Medium
MET31174,SHIP31174,39065.68,17,Medium
MET31175,SHIP31175,8823.85,11,Low
MET31176,SHIP31176,17923.51,15,Medium
MET31177,SHIP31177,3042.97,40,Low
MET31178,SHIP31178,18346.55,1,High
MET31179,SHIP31179,9323.85,9,High
MET31180,SHIP31180,24669.06,5,High
MET31181,SHIP31181,16904.67,15,High
MET31182,SHIP31182,43804.38,12,Low
MET31183,SHIP31183,15135.34,2,Low
MET31184,SHIP31184,42852.93,36,Medium
MET31185,SHIP31185,18070.77,36,High
MET31186,SHIP31186,16163.25,24,Low
MET31187,SHIP31187,13654.4,12,Low
MET31188,SHIP31188,47844.7,28,Medium
MET31189,SHIP31189,57932.03,12,Low
MET31190,SHIP31190,11842.48,11,High
MET31191,SHIP31191,23418.02,35,Low
MET31192,SHIP31192,34554.22,34,Medium
MET31193,SHIP31193,22718.84,14,Medium
MET31194,SHIP31194,240774.29,5,Medium
MET31195,SHIP31195,6359.06,15,Low
MET31196,SHIP31196,141273.18,14,Medium
MET31197,SHIP31197,21550.64,24,Medium
MET31198,SHIP31198,8952.17,38,High
MET31199,SHIP31199,9189.73,13,Low
MET31200,SHIP31200,88168.67,7,Low
MET31201,SHIP31201,13894.11,12,High
MET31202,SHIP31202,22969.68,9,High
MET31203,SHIP31203,281196.24,22,Low
MET31204,SHIP31204,30064.19,24,Medium
MET31205,SHIP31205,58104.49,47,Medium
MET31206,SHIP31206,25225.09,3,Medium
MET31207,SHIP31207,32941.58,21,High
MET31208,SHIP31208,292501.62,5,High
MET31209,SHIP31209,21531.76,3,Medium
MET31210,SHIP31210,3962.98,37,High
MET31211,SHIP31211,26739.35,14,Medium
MET31212,SHIP31212,25356.09,9,Medium
MET31213,SHIP31213,27939.14,6,Low
MET31214,SHIP31214,11927.81,8,Medium
MET31215,SHIP31215,32073.95,7,Medium
MET31216,SHIP31216,346108.54,14,Medium
MET31217,SHIP31217,26363.18,7,Low
MET31218,SHIP31218,25619.62,8,Low
MET31219,SHIP31219,10375.51,40,High
MET31220,SHIP31220,48437.77,38,High
MET31221,SHIP31221,30803.35,34,Medium
MET31222,SHIP31222,10121.43,30,Low
MET31223,SHIP31223,48649.77,6,High
MET31224,SHIP31224,7712.08,22,Medium
MET31225,SHIP31225,133328.22,13,High
MET31226,SHIP31226,17189.53,24,Low
MET31227,SHIP31227,30485.0,32,High
MET31228,SHIP31228,14166.61,8,High
MET31229,SHIP31229,129890.92,2,Low
MET31230,SHIP31230,33995.83,12,Medium
MET31231,SHIP31231,18925.41,38,Low
MET31232,SHIP31232,61260.54,29,High
MET31233,SHIP31233,30640.95,8,Low
MET31234,SHIP31234,32292.31,25,Low
MET31235,SHIP31235,27154.35,9,Medium
MET31236,SHIP31236,209486.04,5,Low
MET31237,SHIP31237,234093.19,7,Low
MET31238,SHIP31238,16741.91,3,High
MET31239,SHIP31239,291822.02,14,High
MET31240,SHIP31240,9092.12,15,Medium
MET31241,SHIP31241,25654.69,22,High
MET31242,SHIP31242,40524.47,32,Medium
MET31243,SHIP31243,21076.12,26,High
MET31244,SHIP31244,9619.93,23,Medium
MET31245,SHIP31245,20334.21,13,Low
MET31246,SHIP31246,261807.15,13,High
MET31247,SHIP31247,214520.88,20,Low
MET31248,SHIP31248,157104.27,10,High
MET31249,SHIP31249,10762.2,15,High
MET31250,SHIP31250,16190.54,15,High
MET31251,SHIP31251,27104.66,40,High
MET31252,SHIP31252,7102.21,0,High
MET31253,SHIP31253,24357.08,8,High
MET31254,SHIP31254,12237.12,51,Medium
MET31255,SHIP31255,311826.52,13,Medium
MET31256,SHIP31256,2996.15,8,High
MET31257,SHIP31257,214350.91,15,Medium
MET31258,SHIP31258,27938.88,9,Medium
MET31259,SHIP31259,12339.17,11,Medium
MET31260,SHIP31260,24603.89,16,Low
MET31261,SHIP31261,2691.15,12,Low
MET31262,SHIP31262,222208.74,7,Medium
MET31263,SHIP31263,16937.84,23,High
MET31264,SHIP31264,33113.05,17,Medium
MET31265,SHIP31265,322783.15,2,Medium
MET31266,SHIP31266,9953.72,4,Low
MET31267,SHIP31267,53868.06,34,Low
MET31268,SHIP31268,52443.43,36,High
MET31269,SHIP31269,288903.58,6,Low
MET31270,SHIP31270,28042.69,8,Medium
MET31271,SHIP31271,21944.28,16,Low
MET31272,SHIP31272,31086.21,11,High
MET31273,SHIP31273,231607.38,22,Low
MET31274,SHIP31274,52404.56,28,Medium
MET31275,SHIP31275,11800.53,16,High
MET31276,SHIP31276,56692.53,8,Medium
MET31277,SHIP31277,37392.85,13,High
MET31278,SHIP31278,23210.22,32,High
MET31279,SHIP31279,12707.9,4,Low
MET31280,SHIP31280,23930.72,6,Low
MET31281,SHIP31281,165039.09,7,Low
MET31282,SHIP31282,20813.07,2,High
MET31283,SHIP31283,44003.67,20,Low
MET31284,SHIP31284,8393.27,23,Low
MET31285,SHIP31285,6387.3,29,Low
MET31286,SHIP31286,126557.96,14,Low
MET31287,SHIP31287,45579.11,31,Medium
MET31288,SHIP31288,6168.34,10,Low
MET31289,SHIP31289,26059.54,5,High
MET31290,SHIP31290,15245.46,60,Medium
MET31291,SHIP31291,12185.15,24,High
MET31292,SHIP31292,28228.0,12,Low
MET31293,SHIP31293,166627.52,30,Medium
MET31294,SHIP31294,9977.01,9,Medium
MET31295,SHIP31295,20428.99,11,Medium
MET31296,SHIP31296,22377.25,42,High
MET31297,SHIP31297,11259.4,12,Medium
MET31298,SHIP31298,51359.49,26,Medium
MET31299,SHIP31299,116297.92,20,Low
MET31300,SHIP31300,13135.96,14,High
MET31301,SHIP31301,4165.53,23,Low
MET31302,SHIP31302,6762.58,9,High
MET31303,SHIP31303,27613.02,5,High
MET31304,SHIP31304,23121.48,14,Low
MET31305,SHIP31305,14897.64,18,Medium
MET31306,SHIP31306,13447.99,10,High
MET31307,SHIP31307,220753.87,22,Medium
MET31308,SHIP31308,32544.52,24,High
MET31309,SHIP31309,22156.22,15,High
MET31310,SHIP31310,18357.43,5,Medium
MET31311,SHIP31311,37016.14,18,Low
MET31312,SHIP31312,33920.37,9,Low
MET31313,SHIP31313,13897.07,26,High
MET31314,SHIP31314,8689.04,24,High
MET31315,SHIP31315,26772.29,9,High
MET31316,SHIP31316,260969.49,7,Low
MET31317,SHIP31317,23363.13,40,Medium
MET31318,SHIP31318,24242.06,9,Low
MET31319,SHIP31319,13741.63,14,High
MET31320,SHIP31320,27273.97,14,Medium
MET31321,SHIP31321,3900.71,2,High
MET31322,SHIP31322,8904.67,19,High
MET31323,SHIP31323,58854.57,8,High
MET31324,SHIP31324,18395.5,15,Low
MET31325,SHIP31325,8853.75,14,High
MET31326,SHIP31326,7092.66,31,Medium
MET31327,SHIP31327,19217.58,9,High
MET31328,SHIP31328,26164.04,0,Low
MET31329,SHIP31329,17269.39,1,Medium
MET31330,SHIP31330,19003.45,12,High
MET31331,SHIP31331,7146.12,2,Low
MET31332,SHIP31332,39873.74,31,High
MET31333,SHIP31333,315270.73,23,Medium
MET31334,SHIP31334,25368.2,31,High
MET31335,SHIP31335,19826.7,24,Medium
MET31336,SHIP31336,16357.07,26,High
MET31337,SHIP31337,9402.29,18,Medium
MET31338,SHIP31338,255788.21,0,High
MET31339,SHIP31339,17131.49,9,Low
MET31340,SHIP31340,39744.8,15,High
MET31341,SHIP31341,48779.81,11,Low
MET31342,SHIP31342,12790.23,6,High
MET31343,SHIP31343,20579.14,24,Low
MET31344,SHIP31344,51200.26,33,Medium
MET31345,SHIP31345,9558.29,23,Medium
MET31346,SHIP31346,327222.19,6,Low
MET31347,SHIP31347,14795.18,0,Medium
MET31348,SHIP31348,5779.66,14,Medium
MET31349,SHIP31349,25557.19,18,Medium
MET31350,SHIP31350,16918.71,7,High
MET31351,SHIP31351,15803.63,29,Medium
MET31352,SHIP31352,9974.16,7,Medium
MET31353,SHIP31353,3384.23,12,High
MET31354,SHIP31354,114138.36,13,Low
MET31355,SHIP31355,27055.17,9,Low
MET31356,SHIP31356,20877.08,6,Low
MET31357,SHIP31357,10571.12,16,Medium
MET31358,SHIP31358,20067.28,12,Low
MET31359,SHIP31359,63690.1,27,High
MET31360,SHIP31360,311540.5,5,Medium
MET31361,SHIP31361,155724.89,6,Medium
MET31362,SHIP31362,13126.85,2,High
MET31363,SHIP31363,21132.98,5,High
MET31364,SHIP31364,19108.06,5,Medium
MET31365,SHIP31365,28456.91,15,Low
MET31366,SHIP31366,15588.75,7,High
MET31367,SHIP31367,7276.5,18,Low
MET31368,SHIP31368,9709.54,1,Low
MET31369,SHIP31369,18117.2,8,Low
MET31370,SHIP31370,267983.32,12,Low
MET31371,SHIP31371,19786.35,17,Medium
MET31372,SHIP31372,275651.21,37,High
MET31373,SHIP31373,9448.01,5,Low
MET31374,SHIP31374,29950.45,13,Low
MET31375,SHIP31375,5041.3,14,Low
MET31376,SHIP31376,29662.46,12,Low
MET31377,SHIP31377,16308.74,2,Low
MET31378,SHIP31378,30671.18,23,Medium
MET31379,SHIP31379,6104.31,36,Medium
MET31380,SHIP31380,99728.84,13,Medium
MET31381,SHIP31381,12262.4,26,Low
MET31382,SHIP31382,177204.99,22,Low
MET31383,SHIP31383,16544.68,19,Medium
MET31384,SHIP31384,7231.18,1,Medium
MET31385,SHIP31385,6049.46,6,Medium
MET31386,SHIP31386,300601.93,14,Low
MET31387,SHIP31387,5824.12,29,Medium
MET31388,SHIP31388,80521.23,10,Medium
MET31389,SHIP31389,60777.3,10,High
MET31390,SHIP31390,169861.88,1,Low
MET31391,SHIP31391,13926.7,16,Medium
MET31392,SHIP31392,17160.71,1,Medium
MET31393,SHIP31393,168535.78,13,Low
MET31394,SHIP31394,23741.56,12,High
MET31395,SHIP31395,30239.45,12,Low
MET31396,SHIP31396,3483.19,9,Medium
MET31397,SHIP31397,11342.06,15,Medium
MET31398,SHIP31398,5177.06,5,High
MET31399,SHIP31399,29144.97,9,High
MET31400,SHIP31400,25366.98,9,Medium
MET31401,SHIP31401,18927.47,6,Medium
MET31402,SHIP31402,34753.17,18,Low
MET31403,SHIP31403,10174.11,13,High
MET31404,SHIP31404,14961.69,17,High
MET31405,SHIP31405,10722.41,18,Low
MET31406,SHIP31406,5585.91,7,Low
MET31407,SHIP31407,3328.69,16,High
MET31408,SHIP31408,33041.39,10,Low
MET31409,SHIP31409,15577.88,19,Low
MET31410,SHIP31410,9330.3,9,Low
MET31411,SHIP31411,311360.78,6,Medium
MET31412,SHIP31412,25325.28,9,High
MET31413,SHIP31413,23218.22,15,Medium
MET31414,SHIP31414,6007.97,15,Medium
MET31415,SHIP31415,31768.93,7,Low
MET31416,SHIP31416,27226.96,14,Low
MET31417,SHIP31417,12550.53,26,High
MET31418,SHIP31418,22227.69,5,High
MET31419,SHIP31419,20643.63,15,Low
MET31420,SHIP31420,6317.84,8,Medium
MET31421,SHIP31421,25260.93,8,Low
MET31422,SHIP31422,66317.88,17,Medium
MET31423,SHIP31423,13507.83,14,Low
MET31424,SHIP31424,11465.13,18,High
MET31425,SHIP31425,68371.57,41,Medium
MET31426,SHIP31426,35988.99,26,Medium
MET31427,SHIP31427,9345.96,5,Medium
MET31428,SHIP31428,31192.01,21,Medium
MET31429,SHIP31429,37107.21,53,Medium
MET31430,SHIP31430,14403.52,16,Low
MET31431,SHIP31431,18677.09,15,High
MET31432,SHIP31432,320473.97,14,Low
MET31433,SHIP31433,9876.4,7,High
MET31434,SHIP31434,259372.44,14,High
MET31435,SHIP31435,23113.92,33,Low
MET31436,SHIP31436,25715.21,28,Low
MET31437,SHIP31437,25631.32,5,Low
MET31438,SHIP31438,15746.91,5,Low
MET31439,SHIP31439,59469.33,10,Medium
MET31440,SHIP31440,56354.41,53,Medium
MET31441,SHIP31441,26910.43,14,Medium
MET31442,SHIP31442,18444.17,16,High
MET31443,SHIP31443,54015.51,20,Medium
MET31444,SHIP31444,32515.4,39,Medium
MET31445,SHIP31445,30788.88,25,Medium
MET31446,SHIP31446,10017.88,3,Low
MET31447,SHIP31447,25399.51,5,Low
MET31448,SHIP31448,3998.71,14,Medium
MET31449,SHIP31449,66718.49,38,High
MET31450,SHIP31450,87912.13,20,High
MET31451,SHIP31451,20578.72,7,High
MET31452,SHIP31452,20580.34,11,High
MET31453,SHIP31453,17569.37,46,Medium
MET31454,SHIP31454,34833.61,7,Low
MET31455,SHIP31455,122648.14,16,Medium
MET31456,SHIP31456,11604.91,7,Low
MET31457,SHIP31457,3771.08,4,Medium
MET31458,SHIP31458,9538.79,16,Medium
MET31459,SHIP31459,200939.49,5,High
MET31460,SHIP31460,2654.55,5,Low
MET31461,SHIP31461,264105.47,6,Low
MET31462,SHIP31462,19859.49,26,High
MET31463,SHIP31463,297778.72,14,High
MET31464,SHIP31464,61385.86,17,Medium
MET31465,SHIP31465,57033.64,17,High
MET31466,SHIP31466,31284.75,12,High
MET31467,SHIP31467,26793.66,6,Medium
MET31468,SHIP31468,21549.72,30,High
MET31469,SHIP31469,21463.01,10,High
MET31470,SHIP31470,24263.04,4,High
MET31471,SHIP31471,27314.12,15,Low
MET31472,SHIP31472,8359.93,22,Medium
MET31473,SHIP31473,26936.3,30,Medium
MET31474,SHIP31474,26763.36,29,Medium
MET31475,SHIP31475,29028.29,25,Low
MET31476,SHIP31476,25743.67,9,Medium
MET31477,SHIP31477,55274.68,19,High
MET31478,SHIP31478,23439.83,1,High
MET31479,SHIP31479,14969.96,14,Medium
MET31480,SHIP31480,21117.48,13,Low
MET31481,SHIP31481,35072.05,8,High
MET31482,SHIP31482,7074.96,33,High
MET31483,SHIP31483,4172.88,19,Low
MET31484,SHIP31484,26551.37,0,Low
MET31485,SHIP31485,3380.54,16,High
MET31486,SHIP31486,224630.15,1,Low
MET31487,SHIP31487,246179.22,12,High
MET31488,SHIP31488,27337.99,16,Medium
MET31489,SHIP31489,11939.71,26,Low
MET31490,SHIP31490,28060.87,20,Medium
MET31491,SHIP31491,27569.51,12,High
MET31492,SHIP31492,149581.5,5,Medium
MET31493,SHIP31493,82516.88,30,Low
MET31494,SHIP31494,236649.69,5,Medium
MET31495,SHIP31495,70176.17,36,High
MET31496,SHIP31496,15029.48,33,High
MET31497,SHIP31497,181827.46,13,Medium
MET31498,SHIP31498,12950.1,38,Medium
MET31499,SHIP31499,100242.98,1,High
MET31500,SHIP31500,231269.56,13,Low
MET31501,SHIP31501,19359.46,17,High
MET31502,SHIP31502,15789.0,14,Medium
MET31503,SHIP31503,8476.14,11,Low
MET31504,SHIP31504,21577.71,15,High
MET31505,SHIP31505,20655.93,4,Medium
MET31506,SHIP31506,26797.79,23,Medium
MET31507,SHIP31507,30299.0,10,High
MET31508,SHIP31508,11892.83,9,Medium
MET31509,SHIP31509,128006.49,5,High
MET31510,SHIP31510,20531.0,33,Low
MET31511,SHIP31511,190862.76,5,High
MET31512,SHIP31512,14093.83,7,Low
MET31513,SHIP31513,25899.7,14,Low
MET31514,SHIP31514,20426.97,14,High
MET31515,SHIP31515,23457.41,11,High
MET31516,SHIP31516,25779.64,29,Medium
MET31517,SHIP31517,37170.29,24,Medium
MET31518,SHIP31518,19333.02,11,High
MET31519,SHIP31519,18824.16,14,High
MET31520,SHIP31520,6575.37,9,Medium
MET31521,SHIP31521,17338.84,5,Medium
MET31522,SHIP31522,12790.85,16,Low
MET31523,SHIP31523,5262.99,13,Low
MET31524,SHIP31524,150163.86,24,High
MET31525,SHIP31525,21453.04,28,Medium
MET31526,SHIP31526,7055.34,16,Low
MET31527,SHIP31527,18017.18,19,Low
MET31528,SHIP31528,12293.2,7,Medium
MET31529,SHIP31529,17197.85,5,High
MET31530,SHIP31530,20635.41,32,Low
MET31531,SHIP31531,34898.28,15,High
MET31532,SHIP31532,21279.62,42,Low
MET31533,SHIP31533,19376.98,25,Medium
MET31534,SHIP31534,52899.43,17,High
MET31535,SHIP31535,12815.81,5,Low
MET31536,SHIP31536,23846.15,25,High
MET31537,SHIP31537,24066.36,5,Low
MET31538,SHIP31538,20819.42,8,Medium
MET31539,SHIP31539,15656.04,10,High
MET31540,SHIP31540,5601.33,2,Medium
MET31541,SHIP31541,25412.43,6,High
MET31542,SHIP31542,18047.0,8,Low
MET31543,SHIP31543,7635.54,11,Medium
MET31544,SHIP31544,5932.28,6,High
MET31545,SHIP31545,12176.28,9,High
MET31546,SHIP31546,27150.84,7,High
MET31547,SHIP31547,34581.42,15,Medium
MET31548,SHIP31548,3342.62,13,Medium
MET31549,SHIP31549,21687.23,23,High
MET31550,SHIP31550,7375.16,6,High
MET31551,SHIP31551,12186.8,11,Medium
MET31552,SHIP31552,23692.32,0,High
MET31553,SHIP31553,6425.6,6,Medium
MET31554,SHIP31554,27790.38,6,Low
MET31555,SHIP31555,7737.3,16,Medium
MET31556,SHIP31556,12486.15,3,High
MET31557,SHIP31557,244773.4,17,Medium
MET31558,SHIP31558,29343.73,16,Medium
MET31559,SHIP31559,16843.53,12,High
MET31560,SHIP31560,3581.9,7,Low
MET31561,SHIP31561,72212.93,49,Low
MET31562,SHIP31562,255553.63,7,Low
MET31563,SHIP31563,72189.22,1,Low
MET31564,SHIP31564,15169.19,23,High
MET31565,SHIP31565,33810.48,30,Medium
MET31566,SHIP31566,14451.72,8,Medium
MET31567,SHIP31567,26690.95,7,Low
MET31568,SHIP31568,13534.95,22,Medium
MET31569,SHIP31569,298226.91,7,High
MET31570,SHIP31570,63392.44,17,Low
MET31571,SHIP31571,8292.67,37,Low
MET31572,SHIP31572,16140.35,14,High
MET31573,SHIP31573,38000.78,3,High
MET31574,SHIP31574,16535.05,5,Low
MET31575,SHIP31575,20264.34,28,Medium
MET31576,SHIP31576,36706.76,26,High
MET31577,SHIP31577,23955.61,11,Low
MET31578,SHIP31578,246911.57,5,High
MET31579,SHIP31579,24996.71,11,Low
MET31580,SHIP31580,24136.45,10,Low
MET31581,SHIP31581,3609.28,15,Medium
MET31582,SHIP31582,277436.44,0,High
MET31583,SHIP31583,31978.8,11,Medium
MET31584,SHIP31584,14790.93,12,Medium
MET31585,SHIP31585,27667.66,5,Medium
MET31586,SHIP31586,18958.24,9,Low
MET31587,SHIP31587,19846.64,9,High
MET31588,SHIP31588,23270.21,19,High
MET31589,SHIP31589,24791.65,1,High
MET31590,SHIP31590,30523.35,10,Low
MET31591,SHIP31591,294655.04,14,Medium
MET31592,SHIP31592,24279.51,28,Low
MET31593,SHIP31593,30949.15,18,High
MET31594,SHIP31594,5943.51,19,Medium
MET31595,SHIP31595,29092.43,5,Medium
MET31596,SHIP31596,14547.09,45,High
MET31597,SHIP31597,20941.89,6,Low
MET31598,SHIP31598,17769.22,6,High
MET31599,SHIP31599,22040.36,16,High
MET31600,SHIP31600,14309.28,14,High
MET31601,SHIP31601,51746.2,14,Medium
MET31602,SHIP31602,12548.23,2,Medium
MET31603,SHIP31603,22113.24,14,Low
MET31604,SHIP31604,28811.45,32,Low
MET31605,SHIP31605,7083.89,6,Low
MET31606,SHIP31606,40140.01,47,Low
MET31607,SHIP31607,18410.67,12,Medium
MET31608,SHIP31608,22078.46,15,High
MET31609,SHIP31609,11652.89,22,Medium
MET31610,SHIP31610,18497.82,5,Low
MET31611,SHIP31611,24902.5,18,Low
MET31612,SHIP31612,247137.66,29,High
MET31613,SHIP31613,133488.07,5,High
MET31614,SHIP31614,84941.86,21,High
MET31615,SHIP31615,24192.97,17,Medium
MET31616,SHIP31616,4351.58,16,Medium
MET31617,SHIP31617,16682.1,16,High
MET31618,SHIP31618,31042.51,2,Low
MET31619,SHIP31619,23300.03,13,Low
MET31620,SHIP31620,8157.61,2,Medium
MET31621,SHIP31621,21200.05,10,Medium
MET31622,SHIP31622,17188.15,30,Medium
MET31623,SHIP31623,32667.63,17,High
MET31624,SHIP31624,68937.42,36,High
MET31625,SHIP31625,21609.27,18,Medium
MET31626,SHIP31626,35258.17,21,Medium
MET31627,SHIP31627,24227.47,16,High
MET31628,SHIP31628,23273.94,25,Low
MET31629,SHIP31629,17461.79,4,Low
MET31630,SHIP31630,18736.68,8,Low
MET31631,SHIP31631,11876.69,5,Medium
MET31632,SHIP31632,49329.78,13,Low
MET31633,SHIP31633,17378.39,15,Medium
MET31634,SHIP31634,29792.2,11,Medium
MET31635,SHIP31635,12387.46,37,Medium
MET31636,SHIP31636,18565.63,7,High
MET31637,SHIP31637,29730.95,8,High
MET31638,SHIP31638,7626.5,19,High
MET31639,SHIP31639,4764.05,18,Low
MET31640,SHIP31640,17343.97,19,High
MET31641,SHIP31641,48517.13,10,High
MET31642,SHIP31642,26405.19,23,Low
MET31643,SHIP31643,37104.82,14,High
MET31644,SHIP31644,69361.99,42,High
MET31645,SHIP31645,6323.94,13,High
MET31646,SHIP31646,97190.22,22,Medium
MET31647,SHIP31647,20623.84,15,High
MET31648,SHIP31648,27604.65,32,Medium
MET31649,SHIP31649,5831.05,12,Low
MET31650,SHIP31650,54874.01,19,Medium
MET31651,SHIP31651,7869.61,4,Low
MET31652,SHIP31652,9425.23,6,High
MET31653,SHIP31653,284350.79,22,High
MET31654,SHIP31654,20568.71,23,Low
MET31655,SHIP31655,3123.25,31,Medium
MET31656,SHIP31656,103350.84,6,Low
MET31657,SHIP31657,56898.33,30,Medium
MET31658,SHIP31658,11735.02,24,Medium
MET31659,SHIP31659,8176.83,5,High
MET31660,SHIP31660,11814.26,3,Low
MET31661,SHIP31661,34301.29,14,Low
MET31662,SHIP31662,268769.89,20,Medium
MET31663,SHIP31663,13751.72,0,Low
MET31664,SHIP31664,19663.24,2,High
MET31665,SHIP31665,57932.32,49,High
MET31666,SHIP31666,70822.41,14,High
MET31667,SHIP31667,9508.84,12,Low
MET31668,SHIP31668,18530.35,16,Low
MET31669,SHIP31669,98791.4,6,High
MET31670,SHIP31670,61822.87,6,Low
MET31671,SHIP31671,6417.89,6,Medium
MET31672,SHIP31672,7731.4,1,Low
MET31673,SHIP31673,34586.49,17,High
MET31674,SHIP31674,6833.74,22,Low
MET31675,SHIP31675,12944.13,14,Low
MET31676,SHIP31676,29281.11,14,Low
MET31677,SHIP31677,23332.23,4,Medium
MET31678,SHIP31678,56011.79,10,Low
MET31679,SHIP31679,21523.26,4,Low
MET31680,SHIP31680,21855.08,15,Medium
MET31681,SHIP31681,162658.06,14,Low
MET31682,SHIP31682,10974.8,8,Low
MET31683,SHIP31683,249866.77,19,High
MET31684,SHIP31684,3065.65,15,High
MET31685,SHIP31685,150031.33,14,Low
MET31686,SHIP31686,26097.38,16,Medium
MET31687,SHIP31687,10022.03,17,Medium
MET31688,SHIP31688,24801.92,21,Medium
MET31689,SHIP31689,16688.59,3,High
MET31690,SHIP31690,313344.06,0,Low
MET31691,SHIP31691,14732.25,26,High
MET31692,SHIP31692,19569.96,4,High
MET31693,SHIP31693,3062.66,12,Medium
MET31694,SHIP31694,24678.8,8,Low
MET31695,SHIP31695,8108.15,8,Low
MET31696,SHIP31696,33865.52,18,Low
MET31697,SHIP31697,17308.92,26,High
MET31698,SHIP31698,21368.91,3,Low
MET31699,SHIP31699,12555.13,5,Medium
MET31700,SHIP31700,27588.3,7,High
MET31701,SHIP31701,8438.74,8,Medium
MET31702,SHIP31702,21648.36,11,High
MET31703,SHIP31703,18237.69,7,Medium
MET31704,SHIP31704,54871.13,5,Low
MET31705,SHIP31705,17307.93,7,Low
MET31706,SHIP31706,14156.32,28,Low
MET31707,SHIP31707,18121.69,9,Medium
MET31708,SHIP31708,12868.13,39,Low
MET31709,SHIP31709,33610.61,17,High
MET31710,SHIP31710,12796.12,19,Medium
MET31711,SHIP31711,21956.76,8,Medium
MET31712,SHIP31712,13797.61,6,High
MET31713,SHIP31713,23846.22,2,High
MET31714,SHIP31714,22914.16,5,Low
MET31715,SHIP31715,13136.38,3,Medium
MET31716,SHIP31716,14808.32,15,High
MET31717,SHIP31717,57951.16,7,High
MET31718,SHIP31718,140244.34,38,Low
MET31719,SHIP31719,290395.35,1,Medium
MET31720,SHIP31720,31303.19,40,High
MET31721,SHIP31721,14671.63,18,High
MET31722,SHIP31722,15335.05,26,Medium
MET31723,SHIP31723,48141.6,34,High
MET31724,SHIP31724,20068.27,13,Medium
MET31725,SHIP31725,24126.15,9,High
MET31726,SHIP31726,7350.08,0,Medium
MET31727,SHIP31727,25047.81,13,Medium
MET31728,SHIP31728,7563.5,19,Medium
MET31729,SHIP31729,17908.66,24,Medium
MET31730,SHIP31730,27576.18,14,Medium
MET31731,SHIP31731,261445.4,21,Medium
MET31732,SHIP31732,8561.18,25,High
MET31733,SHIP31733,24809.81,6,High
MET31734,SHIP31734,19488.13,13,Medium
MET31735,SHIP31735,29399.6,16,Medium
MET31736,SHIP31736,13333.64,14,Low
